symbol,ensembl_gene_id
HIST1H2BJ,ENSG00000124635.8
DNTTIP1,ENSG00000101457.12
EPC2,ENSG00000135999.11
HDAC5,ENSG00000108840.15
WIPF2,ENSG00000171475.13
ETS1,ENSG00000134954.14
FUT8,ENSG00000033170.16
NT5E,ENSG00000135318.11
ZC3H15,ENSG00000065548.17
TMEM167B,ENSG00000215717.5
MINDY2,ENSG00000128923.10
PDZD11,ENSG00000120509.10
YKT6,ENSG00000106636.7
SNX13,ENSG00000071189.21
USP3,ENSG00000140455.16
PHB,ENSG00000167085.11
RREB1,ENSG00000124782.19
AKIRIN1,ENSG00000174574.15
PNP,ENSG00000198805.11
MACO1,
SDF2,ENSG00000132581.9
CCNYL1,ENSG00000163249.11
SMAP1,ENSG00000112305.14
PRRC1,ENSG00000164244.20
PTPRE,ENSG00000132334.16
PAXBP1,ENSG00000159086.14
CMAS,ENSG00000111726.12
ATF2,ENSG00000115966.16
EIF4E,ENSG00000151247.12
AXL,ENSG00000167601.11
SPPL3,ENSG00000157837.15
RAD21,ENSG00000164754.14
MBTD1,ENSG00000011258.15
ARHGAP26,ENSG00000145819.15
HDDC2,ENSG00000111906.17
ANKRD39,ENSG00000213337.8
TOP1MT,ENSG00000184428.12
VPS53,ENSG00000141252.19
LRP5,ENSG00000162337.11
MECR,ENSG00000116353.15
DBN1,ENSG00000113758.13
RIOK1,ENSG00000124784.8
TP53I3,ENSG00000115129.13
TMEM33,ENSG00000109133.12
CD248,ENSG00000174807.3
LMF2,ENSG00000100258.17
CCM2,ENSG00000136280.15
RETSAT,ENSG00000042445.13
PDRG1,ENSG00000088356.5
MDM2,ENSG00000135679.22
SPRY2,ENSG00000136158.11
QSOX2,ENSG00000165661.16
HIST1H1D,ENSG00000124575.6
KCTD13,ENSG00000174943.9
FBXL5,ENSG00000118564.14
NOL12,ENSG00000273899.4
LDLR,ENSG00000130164.13
FBXO9,ENSG00000112146.16
FMR1,ENSG00000102081.13
FAAP100,ENSG00000185504.16
PRKAA1,ENSG00000132356.11
CS,ENSG00000062485.18
B4GALT2,ENSG00000117411.16
TYMP,ENSG00000025708.13
ZNF131,ENSG00000172262.11
RGS3,ENSG00000138835.22
GATAD2B,ENSG00000143614.9
ARID1A,ENSG00000117713.18
NOP9,ENSG00000196943.12
AMFR,ENSG00000159461.14
MCU,ENSG00000156026.14
CCDC88A,ENSG00000115355.15
ZNF3,ENSG00000166526.16
TESC,ENSG00000088992.17
ETV4,ENSG00000175832.12
MPHOSPH10,ENSG00000124383.8
NFKB1,ENSG00000109320.11
TIPRL,ENSG00000143155.12
DENND4B,ENSG00000198837.9
GNPDA1,ENSG00000113552.15
GALNT10,ENSG00000164574.15
LEPROT,ENSG00000213625.8
EDEM3,ENSG00000116406.18
BLOC1S6,ENSG00000104164.10
PRR14,ENSG00000156858.11
LMO4,ENSG00000143013.12
SMAD4,ENSG00000141646.13
DERL3,ENSG00000099958.14
NBN,ENSG00000104320.13
CRIP2,ENSG00000182809.10
RABEP1,ENSG00000029725.16
NIT2,ENSG00000114021.11
PITX1,ENSG00000069011.15
ING1,ENSG00000153487.12
C2orf68,ENSG00000168887.10
ALDH9A1,ENSG00000143149.12
UBR2,ENSG00000024048.10
MAN2A1,ENSG00000112893.9
SLC25A24,ENSG00000085491.15
NUDT15,ENSG00000136159.3
DLG5,ENSG00000151208.16
KLHDC4,ENSG00000104731.13
TMEM161A,ENSG00000064545.14
IVD,ENSG00000128928.8
PLAA,ENSG00000137055.14
PLCG1,ENSG00000124181.14
BTG3,ENSG00000154640.14
ITPRIPL2,ENSG00000205730.6
TSPAN4,ENSG00000214063.10
USF1,ENSG00000158773.14
RNF115,ENSG00000265491.4
TYMS,ENSG00000176890.15
TOR1A,ENSG00000136827.11
DCAF15,ENSG00000132017.10
NIT1,ENSG00000158793.13
CCND3,ENSG00000112576.12
CPNE3,ENSG00000085719.12
DLG1,ENSG00000075711.20
HDHD2,ENSG00000167220.11
ZBTB18,ENSG00000179456.10
CARD8,ENSG00000105483.17
NOP14,ENSG00000087269.15
BCKDK,ENSG00000103507.13
ATP5MPL,
TPR,ENSG00000047410.13
IFI16,ENSG00000163565.18
VASH1,ENSG00000071246.10
IER5,ENSG00000162783.10
DEXI,ENSG00000182108.9
INTS3,ENSG00000143624.13
IRF6,ENSG00000117595.10
RSPRY1,ENSG00000159579.13
GALT,ENSG00000213930.11
NSD3,ENSG00000147548.16
GTF3C3,ENSG00000119041.10
MAPK8IP3,ENSG00000138834.12
PPAN,ENSG00000130810.19
TMCO1,ENSG00000143183.16
SRGN,ENSG00000122862.4
PBRM1,ENSG00000163939.18
SSH3,ENSG00000172830.12
HOOK2,ENSG00000095066.11
PRPF3,ENSG00000117360.12
TTC38,ENSG00000075234.16
NOM1,ENSG00000146909.7
TATDN1,ENSG00000147687.18
AFMID,ENSG00000183077.15
RBM23,ENSG00000100461.17
DDIT3,ENSG00000175197.11
C1orf116,ENSG00000182795.12
SNTB1,ENSG00000172164.13
VRK2,ENSG00000028116.16
SPNS1,ENSG00000169682.17
TAX1BP3,ENSG00000213977.7
FERMT2,ENSG00000073712.14
ANKRD13D,ENSG00000172932.14
RANGAP1,ENSG00000100401.19
RUBCNL,ENSG00000102445.18
CNOT3,ENSG00000088038.17
TPP2,ENSG00000134900.11
DTX3L,ENSG00000163840.9
PLEKHG5,ENSG00000171680.21
LTA4H,ENSG00000111144.9
RUSC1,ENSG00000160753.15
CIZ1,ENSG00000148337.20
RMC1,
SAT2,ENSG00000141504.11
CORO1A,ENSG00000102879.15
RNF216,ENSG00000011275.18
C11orf1,ENSG00000137720.7
STK4,ENSG00000101109.11
ALG13,ENSG00000101901.11
OAT,ENSG00000065154.11
RAB3IP,ENSG00000127328.21
STARD3,ENSG00000131748.15
SOX13,ENSG00000143842.14
POLA2,ENSG00000014138.8
SHROOM3,ENSG00000138771.14
LDB1,ENSG00000198728.10
ZNF148,ENSG00000163848.19
TRIM4,ENSG00000146833.15
GRWD1,ENSG00000105447.12
ATG9A,ENSG00000198925.10
PML,ENSG00000140464.19
VAV2,ENSG00000160293.16
SDC3,ENSG00000162512.15
INO80D,ENSG00000114933.15
RRP36,ENSG00000124541.6
EXOC5,ENSG00000070367.15
GNL3L,ENSG00000130119.15
SLC22A18,ENSG00000110628.13
LAMTOR2,ENSG00000116586.11
GART,ENSG00000159131.16
HIST1H2BL,ENSG00000185130.5
RBM38,ENSG00000132819.16
ST6GALNAC6,ENSG00000160408.14
SLC44A3,ENSG00000143036.16
KEAP1,ENSG00000079999.13
PCMTD1,ENSG00000168300.13
SCAP,ENSG00000114650.18
TSC22D2,ENSG00000196428.12
SPOPL,ENSG00000144228.8
IL1B,ENSG00000125538.11
PTPN23,ENSG00000076201.14
WIPI1,ENSG00000070540.12
TMOD3,ENSG00000138594.13
IKBKG,ENSG00000269335.5
TFCP2,ENSG00000135457.9
WASL,ENSG00000106299.7
TCEAL4,ENSG00000133142.17
SIAE,ENSG00000110013.12
UGP2,ENSG00000169764.15
CRISPLD2,ENSG00000103196.11
ALG2,ENSG00000119523.9
MAN2B2,ENSG00000013288.8
SOCS6,ENSG00000170677.5
LMBR1,ENSG00000105983.20
VPS72,ENSG00000163159.12
INTS6,ENSG00000102786.14
NDUFS7,ENSG00000115286.19
SMCO4,ENSG00000166002.6
UFD1,
JMJD4,ENSG00000081692.12
EML2,ENSG00000125746.16
EMC6,ENSG00000127774.6
NAE1,ENSG00000159593.14
HIPK3,ENSG00000110422.11
CCL24,ENSG00000106178.6
DENND1A,ENSG00000119522.16
ANKRD52,ENSG00000139645.9
TJP1,ENSG00000104067.16
SMG7,ENSG00000116698.21
TRAF2,ENSG00000127191.17
RNF138,ENSG00000134758.13
CDK18,ENSG00000117266.15
PLEKHA6,ENSG00000143850.13
CYBC1,
ARHGAP11A,ENSG00000198826.10
ARFGAP2,ENSG00000149182.14
MMP1,ENSG00000196611.4
CNP,ENSG00000173786.16
GFER,ENSG00000127554.12
SFXN3,ENSG00000107819.13
XPNPEP1,ENSG00000108039.17
UNC13B,ENSG00000198722.14
PWWP2B,ENSG00000171813.13
SLC25A32,ENSG00000164933.11
ASH1L,ENSG00000116539.12
TMEM245,ENSG00000106771.12
ESF1,ENSG00000089048.14
RHNO1,ENSG00000171792.10
EMC7,ENSG00000134153.9
ATP2C2,ENSG00000064270.12
ZDHHC8,ENSG00000099904.15
CDYL,ENSG00000153046.17
DBNDD2,ENSG00000244274.7
VEZF1,ENSG00000136451.8
HDAC3,ENSG00000171720.9
PROM1,ENSG00000007062.11
SH2D3A,ENSG00000125731.12
TRABD2A,ENSG00000186854.10
TTC39A,ENSG00000085831.15
METTL3,ENSG00000165819.11
MGLL,ENSG00000074416.13
GPC1,ENSG00000063660.8
HAUS4,ENSG00000092036.18
ELOVL1,ENSG00000066322.14
TRIM47,ENSG00000132481.6
TNFRSF10B,ENSG00000120889.12
THYN1,ENSG00000151500.14
PCED1A,ENSG00000132635.16
RO60,
ZNF562,ENSG00000171466.9
CCL15,ENSG00000275718.1
DNAJC2,ENSG00000105821.14
BTAF1,ENSG00000095564.13
CHCHD5,ENSG00000125611.15
NFIX,ENSG00000008441.16
NOC2L,ENSG00000188976.10
SERPINB5,ENSG00000206075.13
TRIP10,ENSG00000125733.17
MED28,ENSG00000118579.12
SH3BP1,ENSG00000100092.20
ITPRID2,
MARVELD2,ENSG00000152939.14
PAFAH1B2,ENSG00000168092.13
NEK7,ENSG00000151414.14
ITCH,ENSG00000078747.14
CELSR1,ENSG00000075275.16
DNASE1L1,ENSG00000013563.13
EEF1E1,ENSG00000124802.11
PPIL1,ENSG00000137168.7
NOL8,ENSG00000198000.11
MEGF6,ENSG00000162591.15
POP5,ENSG00000167272.10
MCCC2,ENSG00000131844.15
ERMP1,ENSG00000099219.13
NOP16,ENSG00000048162.20
AIMP1,ENSG00000164022.16
AP5Z1,ENSG00000242802.6
UBE2J1,ENSG00000198833.6
LSM10,ENSG00000181817.5
CDH3,ENSG00000062038.13
F2R,ENSG00000181104.6
GCHFR,ENSG00000137880.5
NCOA3,ENSG00000124151.18
KDM2A,ENSG00000173120.14
MED4,ENSG00000136146.14
IGF2R,ENSG00000197081.12
UHRF2,ENSG00000147854.16
PLEKHB2,ENSG00000115762.16
NFYC,ENSG00000066136.20
ZNF593,ENSG00000142684.8
VWF,ENSG00000110799.13
DGCR2,ENSG00000070413.19
YDJC,ENSG00000161179.13
APTX,ENSG00000137074.18
CHAF1A,ENSG00000167670.15
CYFIP1,ENSG00000273749.4
CAPN10,ENSG00000142330.19
VAV3,ENSG00000134215.15
CHD7,ENSG00000171316.11
NKIRAS2,ENSG00000168256.17
RHPN2,ENSG00000131941.7
RRM1,ENSG00000167325.14
RAB11B,ENSG00000185236.11
TFAP4,ENSG00000090447.11
PHF20L1,ENSG00000129292.20
UBXN4,ENSG00000144224.16
DTYMK,ENSG00000168393.12
MFN2,ENSG00000116688.16
NUP214,ENSG00000126883.16
POLR3H,ENSG00000100413.16
MESD,
LOXL1,ENSG00000129038.15
UNG,ENSG00000076248.10
STAP2,ENSG00000178078.11
USO1,ENSG00000138768.14
STAMBP,ENSG00000124356.15
ZNF692,ENSG00000171163.15
STK38L,ENSG00000211455.7
CMC1,ENSG00000187118.12
ZNF532,ENSG00000074657.13
FAM120B,ENSG00000112584.13
LURAP1L,ENSG00000153714.5
CCL20,ENSG00000115009.11
SEMA4D,ENSG00000187764.11
ZNF800,ENSG00000048405.9
PTEN,ENSG00000171862.10
PLTP,ENSG00000100979.14
TMEM179B,ENSG00000185475.10
SLAIN2,ENSG00000109171.14
TPRKB,ENSG00000144034.14
RALGDS,ENSG00000160271.14
PPP1R37,ENSG00000104866.10
INTS7,ENSG00000143493.12
WDR36,ENSG00000134987.11
TMEM256,ENSG00000205544.3
SELENOO,ENSG00000073169.13
RAB43,ENSG00000172780.16
MCAT,ENSG00000100294.12
PAQR8,ENSG00000170915.8
GLRX3,ENSG00000108010.11
STX4,ENSG00000103496.14
ZNF496,ENSG00000162714.12
SRSF10,ENSG00000188529.14
MCM3AP,ENSG00000160294.10
ETFRF1,ENSG00000205707.10
FBH1,
PARP10,ENSG00000178685.13
SNX4,ENSG00000114520.10
ANTXR2,ENSG00000163297.16
CCNB2,ENSG00000157456.7
MAEA,ENSG00000090316.15
ERLEC1,ENSG00000068912.13
NUDCD3,ENSG00000015676.17
FCGBP,ENSG00000275395.4
TRAF3IP2,ENSG00000056972.18
ZDHHC7,ENSG00000153786.12
EHD1,ENSG00000110047.17
RANBP3,ENSG00000031823.14
SKP2,ENSG00000145604.15
SGK1,ENSG00000118515.11
KCNK1,ENSG00000135750.14
SFXN1,ENSG00000164466.12
LARP1,ENSG00000155506.16
TXNDC11,ENSG00000153066.12
ME2,ENSG00000082212.12
PXMP2,ENSG00000176894.9
PPP2R5E,ENSG00000154001.13
CRELD1,ENSG00000163703.17
WDR11,ENSG00000120008.15
EMC1,ENSG00000127463.13
NPRL3,ENSG00000103148.15
UCP2,ENSG00000175567.8
ZNF146,ENSG00000167635.11
CWC27,ENSG00000153015.15
FAM83F,ENSG00000133477.16
LIG1,ENSG00000105486.13
NRAS,ENSG00000213281.4
TAPBPL,ENSG00000139192.11
PKD1,ENSG00000008710.19
HDAC11,ENSG00000163517.14
LNX2,ENSG00000139517.7
VEZT,ENSG00000028203.17
RNF41,ENSG00000181852.17
GGT5,ENSG00000099998.17
ENAH,ENSG00000154380.17
POLD1,ENSG00000062822.12
DGUOK,ENSG00000114956.19
ACADM,ENSG00000117054.13
FA2H,ENSG00000103089.8
CDK1,ENSG00000170312.15
IFT122,ENSG00000163913.11
USP39,ENSG00000168883.19
PSMG1,ENSG00000183527.11
STX8,ENSG00000170310.14
KCNN4,ENSG00000104783.11
ENTPD4,ENSG00000197217.12
WDR74,ENSG00000133316.15
ZFAND2B,ENSG00000158552.12
ITGAX,ENSG00000140678.16
C2orf72,ENSG00000204128.5
RABL3,ENSG00000144840.8
CRACR2A,ENSG00000130038.9
PHIP,ENSG00000146247.13
NDRG3,ENSG00000101079.20
PHF1,ENSG00000112511.17
ATP6V0E1,ENSG00000113732.8
GALNS,ENSG00000141012.12
PLEKHM2,ENSG00000116786.11
SPG11,ENSG00000104133.14
LMNB1,ENSG00000113368.11
SLC25A11,ENSG00000108528.13
PPP2R3C,ENSG00000092020.10
NOTCH3,ENSG00000074181.8
USP6NL,ENSG00000148429.14
PELP1,ENSG00000141456.14
AP1M1,ENSG00000072958.8
LSS,ENSG00000160285.14
C1orf174,ENSG00000198912.10
SKAP1,ENSG00000141293.15
TMEM30A,ENSG00000112697.15
NDST1,ENSG00000070614.14
ANKRD36C,ENSG00000174501.14
DENND6A,ENSG00000174839.12
NPEPPS,ENSG00000141279.15
POP4,ENSG00000105171.9
MBD6,ENSG00000166987.14
C12orf10,ENSG00000139637.13
P4HA2,ENSG00000072682.18
EXOSC5,ENSG00000077348.8
PKD2,ENSG00000118762.7
CCDC130,ENSG00000104957.13
ISLR,ENSG00000129009.12
WBP2,ENSG00000132471.11
PARN,ENSG00000140694.16
OPLAH,ENSG00000178814.16
UHRF1,ENSG00000276043.4
PDHX,ENSG00000110435.11
UBXN2A,ENSG00000173960.13
ZNF518A,ENSG00000177853.14
ZNF22,ENSG00000165512.4
ARHGEF7,ENSG00000102606.17
NELFA,ENSG00000185049.14
APPL1,ENSG00000157500.10
LONP2,ENSG00000102910.13
WFS1,ENSG00000109501.13
RBMS2,ENSG00000076067.12
SNAPC3,ENSG00000164975.15
ZFYVE27,ENSG00000155256.17
MAT2B,ENSG00000038274.16
TMEM243,ENSG00000135185.11
WDR77,ENSG00000116455.13
STOM,ENSG00000148175.12
CRCP,ENSG00000241258.6
FXYD6,ENSG00000137726.16
TRPC4AP,ENSG00000100991.11
FEM1B,ENSG00000169018.5
COL7A1,ENSG00000114270.17
RAP2A,ENSG00000125249.6
SELENOI,ENSG00000138018.17
RELCH,
USP54,ENSG00000166348.18
IMMP1L,ENSG00000148950.9
SFI1,ENSG00000198089.15
GLOD4,ENSG00000167699.13
COQ7,ENSG00000167186.10
GUCY1A1,
SLC39A11,ENSG00000133195.11
ARHGAP12,ENSG00000165322.17
BTBD3,ENSG00000132640.14
ELP6,ENSG00000163832.15
PEX13,ENSG00000162928.8
PLSCR3,ENSG00000187838.16
UBALD2,ENSG00000185262.8
MED30,ENSG00000164758.7
EIF3J,ENSG00000104131.12
CUL4B,ENSG00000158290.16
AP3M1,ENSG00000185009.12
APIP,ENSG00000149089.12
CARMIL1,ENSG00000079691.17
TPCN1,ENSG00000186815.12
SGTA,ENSG00000104969.9
TRIM33,ENSG00000197323.11
NFKBIZ,ENSG00000144802.11
KDM7A,ENSG00000006459.10
TMEM170A,ENSG00000166822.12
ZNF655,ENSG00000197343.10
SPI1,ENSG00000066336.11
SUPT4H1,ENSG00000213246.6
ITPKC,ENSG00000086544.2
ZNF277,ENSG00000198839.9
BMP1,ENSG00000168487.17
PSMB9,ENSG00000240065.7
VPS33A,ENSG00000139719.9
ARHGEF5,ENSG00000050327.14
IGF2BP2,ENSG00000073792.15
ZFP64,ENSG00000020256.19
USP11,ENSG00000102226.9
CFD,ENSG00000197766.7
TENT4A,
CDC26,ENSG00000176386.8
MPHOSPH8,ENSG00000196199.13
PPIE,ENSG00000084072.16
ZMYND11,ENSG00000015171.19
ANXA6,ENSG00000197043.13
SHFL,
TTC31,ENSG00000115282.19
STAT5B,ENSG00000173757.9
UBAP1,ENSG00000165006.13
SYNPO2,ENSG00000172403.10
PARD6B,ENSG00000124171.8
HIST1H2AC,ENSG00000180573.9
ITGB8,ENSG00000105855.9
AP1G2,ENSG00000213983.11
MIA2,ENSG00000150526.12
NCBP2AS2,
EIF2AK4,ENSG00000128829.11
TAF12,ENSG00000120656.11
SLC38A2,ENSG00000134294.13
ABCD3,ENSG00000117528.11
CDC42BPA,ENSG00000143776.18
BNIP2,ENSG00000140299.11
ATPSCKMT,
TMEM14C,ENSG00000111843.13
TNFRSF14,ENSG00000157873.17
HACD2,ENSG00000206527.9
GLYCTK,ENSG00000168237.17
TUBB6,ENSG00000176014.12
TAOK3,ENSG00000135090.13
TMEM127,ENSG00000135956.8
ERN1,ENSG00000178607.15
BCAR1,ENSG00000050820.16
SRSF6,ENSG00000124193.14
UCK2,ENSG00000143179.14
NCBP1,ENSG00000136937.12
GFM1,ENSG00000168827.14
SLC38A5,ENSG00000017483.14
GZF1,ENSG00000125812.15
ZCCHC3,ENSG00000247315.3
ZNF32,ENSG00000169740.13
CAPN15,ENSG00000103326.11
VWA8,ENSG00000102763.17
YARS,ENSG00000134684.10
HMGN3,ENSG00000118418.14
CEMIP,ENSG00000103888.16
PPP1R7,ENSG00000115685.14
EML4,ENSG00000143924.18
UBE2J2,ENSG00000160087.20
DNTTIP2,ENSG00000067334.13
INPP5A,ENSG00000068383.18
DAB2IP,ENSG00000136848.16
COQ9,ENSG00000088682.13
FILIP1L,ENSG00000168386.18
PLEKHA2,ENSG00000169499.14
METTL2A,ENSG00000087995.15
MFN1,ENSG00000171109.18
RYBP,ENSG00000163602.10
TMEM18,ENSG00000151353.14
MCM2,ENSG00000073111.13
CTNNAL1,ENSG00000119326.14
TFCP2L1,ENSG00000115112.7
UPP1,ENSG00000183696.13
MPP5,ENSG00000072415.8
FNBP4,ENSG00000109920.12
CCDC115,ENSG00000136710.9
MMP9,ENSG00000100985.7
SLC2A8,ENSG00000136856.17
CYB5R1,ENSG00000159348.12
N4BP1,ENSG00000102921.7
BIRC2,ENSG00000110330.8
ANLN,ENSG00000011426.10
HIST1H2BB,ENSG00000276410.3
VRK3,ENSG00000105053.10
GGA3,ENSG00000125447.16
NAT9,ENSG00000109065.11
FAF1,ENSG00000185104.19
POLA1,ENSG00000101868.10
ZNF121,ENSG00000197961.11
SPATA13,ENSG00000182957.15
SPATA13,ENSG00000228741.2
ZNF703,ENSG00000183779.6
PIK3C2A,ENSG00000011405.13
PPP1R14A,ENSG00000167641.10
PPP2R2D,ENSG00000175470.18
PAK2,ENSG00000180370.10
PREB,ENSG00000138073.13
LRRFIP2,ENSG00000093167.17
GK5,ENSG00000175066.15
AQP1,ENSG00000240583.11
NFAT5,ENSG00000102908.20
HMOX2,ENSG00000103415.11
USP21,ENSG00000143258.15
NARF,ENSG00000141562.17
CCDC97,ENSG00000142039.3
SNX2,ENSG00000205302.6
HNF1A,ENSG00000135100.17
STAT5A,ENSG00000126561.16
SMPD2,ENSG00000135587.8
COQ8B,ENSG00000123815.11
INAFM1,ENSG00000257704.3
CCDC85C,ENSG00000205476.8
MED21,ENSG00000152944.8
DTD2,ENSG00000129480.12
PAK1IP1,ENSG00000111845.4
RNF34,ENSG00000170633.16
NEDD9,ENSG00000111859.16
SLC35A2,ENSG00000102100.15
PHC3,ENSG00000173889.15
OGFR,ENSG00000060491.16
TRIO,ENSG00000038382.18
THOC5,ENSG00000100296.13
AMDHD2,ENSG00000162066.14
IL2RG,ENSG00000147168.12
CREB3L2,ENSG00000182158.14
SRD5A1,ENSG00000145545.11
TMEM11,ENSG00000178307.9
FAM20C,ENSG00000177706.8
MARVELD1,ENSG00000155254.12
SETX,ENSG00000107290.13
CXCL3,ENSG00000163734.4
LRRC41,ENSG00000132128.16
C16orf91,ENSG00000174109.4
PLAAT3,
IMMT,ENSG00000132305.20
RSRC2,ENSG00000111011.17
NCR3LG1,ENSG00000188211.8
WDR73,ENSG00000177082.12
APOBR,ENSG00000184730.10
USP1,ENSG00000162607.12
IMMP2L,ENSG00000184903.9
NUP98,ENSG00000110713.15
ADNP2,ENSG00000101544.8
TMEM120A,ENSG00000189077.10
AUTS2,ENSG00000158321.15
PGGT1B,ENSG00000164219.9
EDEM1,ENSG00000134109.10
EDEM2,ENSG00000088298.12
HILPDA,ENSG00000135245.9
DAZAP2,ENSG00000183283.15
SCAF1,ENSG00000126461.14
TIMM17A,ENSG00000134375.10
DNAJC13,ENSG00000138246.15
CKLF,ENSG00000217555.12
HMGA2,ENSG00000149948.13
PCDH1,ENSG00000156453.13
ANPEP,ENSG00000166825.13
EIF4G3,ENSG00000075151.20
ACSL1,ENSG00000151726.13
GFPT1,ENSG00000198380.12
TPRA1,ENSG00000163870.14
CDC6,ENSG00000094804.9
USP40,ENSG00000085982.13
GSE1,ENSG00000131149.18
UBE2Z,ENSG00000159202.17
SLC39A3,ENSG00000141873.10
DNMBP,ENSG00000107554.16
BTBD10,ENSG00000148925.10
SNX30,ENSG00000148158.16
EIF2AK3,ENSG00000172071.11
CST1,ENSG00000170373.8
PIP4K2C,ENSG00000166908.17
SPC24,ENSG00000161888.11
PEX11B,ENSG00000131779.10
ATXN7,ENSG00000163635.17
ITGB1BP1,ENSG00000119185.12
ZNF106,ENSG00000103994.16
TSEN54,ENSG00000182173.12
PODXL2,ENSG00000114631.10
RNF26,ENSG00000173456.4
GADD45B,ENSG00000099860.8
CACUL1,ENSG00000151893.14
PRDM4,ENSG00000110851.11
NCOA5,ENSG00000124160.11
RNF168,ENSG00000163961.4
PTPMT1,ENSG00000110536.13
UBE4B,ENSG00000130939.18
PDCD11,ENSG00000148843.13
KRCC1,ENSG00000172086.7
LIG3,ENSG00000005156.11
SPRED1,ENSG00000166068.12
COL15A1,ENSG00000204291.10
ACOT8,ENSG00000101473.16
ELF4,ENSG00000102034.16
MYRF,ENSG00000124920.13
CAPN7,ENSG00000131375.9
CAB39,ENSG00000135932.10
SPHK2,ENSG00000063176.15
STXBP6,ENSG00000168952.15
RSRC1,ENSG00000174891.12
FTSJ3,ENSG00000108592.16
MMS19,ENSG00000155229.20
QDPR,ENSG00000151552.11
GINS1,ENSG00000101003.9
AKAP13,ENSG00000170776.21
S100A8,ENSG00000143546.9
RGMB,ENSG00000174136.11
RFC4,ENSG00000163918.10
IGKV4-1,ENSG00000211598.2
PSME3,ENSG00000131467.10
TK1,ENSG00000167900.11
PI4KB,ENSG00000143393.16
ATP13A2,ENSG00000159363.17
DPH7,ENSG00000148399.12
PRKRIP1,ENSG00000128563.13
OSBPL8,ENSG00000091039.16
ABCF1,ENSG00000204574.12
COX19,ENSG00000240230.5
ACAD9,ENSG00000177646.18
SEC31A,ENSG00000138674.16
NIPAL2,ENSG00000104361.9
BOC,ENSG00000144857.14
THAP7,ENSG00000184436.11
FAR1,ENSG00000197601.12
TMEM94,ENSG00000177728.16
RCAN1,ENSG00000159200.17
MTPAP,ENSG00000107951.14
KCTD10,ENSG00000110906.12
ME3,ENSG00000151376.16
PAFAH1B3,ENSG00000079462.7
ABCF3,ENSG00000161204.11
TRIM38,ENSG00000112343.10
LGALSL,ENSG00000119862.12
BBX,ENSG00000114439.18
NRBP2,ENSG00000185189.17
ALG8,ENSG00000159063.12
JRK,ENSG00000234616.8
PPP1R13B,ENSG00000088808.16
HK2,ENSG00000159399.9
TCF12,ENSG00000140262.17
GTPBP3,ENSG00000130299.16
RAB11FIP3,ENSG00000090565.15
CXCR4,ENSG00000121966.6
WDR33,ENSG00000136709.11
MIDN,ENSG00000167470.12
PSPC1,ENSG00000121390.18
CD14,ENSG00000170458.13
RBM25,ENSG00000119707.13
HELZ2,ENSG00000130589.16
DNAJC9,ENSG00000213551.4
CCDC57,ENSG00000176155.18
NSD1,ENSG00000165671.19
PRDX3,ENSG00000165672.6
PLAU,ENSG00000122861.15
TAOK2,ENSG00000149930.17
SLC35B1,ENSG00000121073.13
RFNG,ENSG00000169733.11
GPSM2,ENSG00000121957.12
HMGXB3,ENSG00000113716.12
SCML1,ENSG00000047634.14
CLINT1,ENSG00000113282.13
SS18L1,ENSG00000184402.14
SPAG9,ENSG00000008294.20
DGKD,ENSG00000077044.10
TOR4A,ENSG00000198113.2
EPS8,ENSG00000151491.12
ALS2CL,ENSG00000178038.16
RPH3AL,ENSG00000181031.15
KCTD3,ENSG00000136636.12
CRAT,ENSG00000095321.16
SZT2,ENSG00000198198.15
TMEM41A,ENSG00000163900.10
CREBL2,ENSG00000111269.2
PDSS1,ENSG00000148459.15
COPB1,ENSG00000129083.12
PIGH,ENSG00000100564.8
SECISBP2,ENSG00000187742.14
MCCC1,ENSG00000078070.12
SLC10A3,ENSG00000126903.15
MTERF4,ENSG00000122085.16
RTCA,ENSG00000137996.12
KDM6A,ENSG00000147050.14
TESK1,ENSG00000107140.15
TMEM234,ENSG00000160055.19
PHKG2,ENSG00000156873.15
STARD7,ENSG00000084090.13
DHX38,ENSG00000140829.11
VPS26A,ENSG00000122958.14
ACSF3,ENSG00000176715.15
DUSP22,ENSG00000112679.14
KAT6A,ENSG00000083168.9
PIK3R2,ENSG00000105647.16
ZXDB,ENSG00000198455.4
PPP2R5D,ENSG00000112640.14
LTBP1,ENSG00000049323.15
MALT1,ENSG00000172175.12
ZNRD2,
MTMR11,ENSG00000014914.20
LIMK2,ENSG00000182541.17
RBPMS,ENSG00000157110.15
MMP15,ENSG00000102996.4
USP53,ENSG00000145390.11
CD2BP2,ENSG00000169217.8
SEPTIN11,
RNF14,ENSG00000013561.17
FRAT2,ENSG00000181274.6
ARHGAP5,ENSG00000100852.12
SNAP47,ENSG00000143740.14
GMNN,ENSG00000112312.9
CHTF8,ENSG00000168802.12
ETV6,ENSG00000139083.10
TNPO2,ENSG00000105576.15
DGKQ,ENSG00000145214.13
EIF4EBP3,ENSG00000243056.1
ISG20,ENSG00000172183.14
CENPW,ENSG00000203760.8
TTLL5,ENSG00000119685.19
ARMC8,ENSG00000114098.17
RPUSD1,ENSG00000007376.7
LIN7C,ENSG00000148943.11
CHPF2,ENSG00000033100.16
IFRD1,ENSG00000006652.13
FCER1G,ENSG00000158869.10
CALCOCO1,ENSG00000012822.15
NEK4,ENSG00000114904.12
FBRS,ENSG00000156860.15
PISD,ENSG00000241878.11
DLG3,ENSG00000082458.11
